Playername,Country,Age,Height,Position,Mean Year,Appearances,Goals,,,,,,
Garrincha,Brazil,,1.69,Midfielder,,,,,,,,,
G&#xE9;rson,Brazil,73,,playmaker,,,,,,,,,
Germano Boettcher Sobrinho,Brazil,,,Goalkeeper,,,,,,,,,
Heleno de Freitas,Brazil,,,Forward,,18,19,,,,,,
Luiz Gervazoni,Brazil,,,Defender,,,,,,,,,
Jefferson Feij&#xE3;o,Brazil,36,1.81,Forward,,,,,,,,,
Jorge Mendon&#xE7;a,Brazil,,,Forward,,6,0,,,,,,
Jos&#xE9; Leandro Ferreira,Brazil,55,,Defender,,,,,,,,,
Silva Batuta,Brazil,74,,,,5,0,,,,,,
Marcos Corr&#xEA;a dos Santos,Brazil,42,1.73,Midfielder,,,,,,,,,
Mazar&#xF3;pi,Brazil,61,,Goalkeeper,,1,0,,,,,,
Benedicto de Moraes Menezes,Brazil,,,Forward,,,,,,,,,
Leonardo da Silva Moura,Brazil,35,1.76,Defender,,,,,,,,,
Ariel Nogueira,Brazil,,,Defender,,,,,,,,,
Nonato,Brazil,35,1.76,Forward,,,,,,,,,
Octac&#xED;lio Pinheiro Guerra,Brazil,,,Defender,,,,,,,,,
Oreco,Brazil,,,Defender,,,,,,,,,
Paulo C&#xE9;zar Caju,Brazil,65,,Midfielder,,,,,,,,,
Roberto Gomes Pedrosa,Brazil,,,Goalkeeper,,,,,,,,,
Pedro Paulo de Oliveira,Brazil,37,1.7,Midfielder,,,,,,,,,
Moacir Claudino Pinto,Brazil,78,,,,,,,,,,,
Quarentinha,Brazil,,,Forward,,,,,,,,,
Diego Oliveira De Queiroz,Brazil,,1.79,Forward,,,,,,,,,
Policarpo Ribeiro de Oliveira,Brazil,,,Forward,,,,,,,,,
Ricardo Alexandre dos Santos,Brazil,38,1.7,Midfielder,,,,,,,,,
Richarlyson,Brazil,31,1.76,Midfielder,,,,,,,,,
Rog&#xE9;rio Pinheiro,Brazil,42,1.84,Defender,,,,,,,,,
Ademir Roque Kaefer,Brazil,54,,,,,,,,,,,
Russinho,Brazil,,,Midfielder,,,,,,,,,
Ronaldo Marques Sereno,Brazil,52,1.84,Forward,,,,,,,,,
Te&#xF3;philo Bettencourt Pereira,Brazil,,,Forward,,,,,,,,,
Alfredo Alves Tinoco,Brazil,,,Midfielder,,,,,,,,,
Tuta (footballer),Brazil,40,1.88,Forward,,,,,,,,,
Osvaldo Velloso de Barros,Brazil,,,Goalkeeper,,,,,,,,,
W&#xE1;lter Guimar&#xE3;es,Brazil,,,Defender,,,,,,,,,
William J&#xFA;nior Salles de Lima Souza,Brazil,31,1.85,Forward,,,,,,,,,
Jean Carlo Witte,Brazil,36,1.85,Defender,,,,,,,,,
Jos&#xE9; Carlos Ferreira Filho,Brazil,31,1.86,Forward,,,,,,,,,
Zequinha,Brazil,,,Midfielder,,,,,,,,,
Zequinha (footballer born 1949),Brazil,64,,Forward,,,,,,,,,
Zito (footballer),Brazil,82,1.79,Midfielder,,,,,,,,,
Zizinho,Brazil,,1.72,Midfielder,,,,,,,,,
Thierry Modo Abouna,Cameroon,33,1.7,Forward,,,,,,,,,
Paul Rolland Bebey Kingu&#xE9;,Cameroon,27,1.84,Defender,,,,,,,,,
Patrick Bengondo,Cameroon,32,1.8,Forward,,13,0,,,,,,
Romarin Billong,Cameroon,44,1.78,Defender,,,,,,,,,
Olivier Djappa,Cameroon,44,1.81,Forward,,15,3,,,,,,
Donald Dering Djousse,Cameroon,24,1.79,Forward,,,,,,,,,
Dennis Dourandi,Cameroon,31,1.84,Forward,,,,,,,,,
Ernest Ebongu&#xE9;,Cameroon,52,,Forward,,8,1,,,,,,
Bertin Ebwell&#xE9;,Cameroon,51,1.76,Defender,,,,,,,,,
Samuel Ekeme,Cameroon,48,,Defender,,32,,,,,,,
Marcel Elame,Cameroon,32,1.8,Defender,,,,,,,,,
Jo&#xEB;l Epalle,Cameroon,36,1.75,Forward,,31,2,,,,,,
William Etchu Tabi,Cameroon,31,1.74,Midfielder,,19,5,,,,,,
Joseph Enanga,Cameroon,55,,Midfielder,,,,,,,,,
Jean-Pierre Fiala,Cameroon,45,1.84,Midfielder,,,,,,,,,
Samuel Ipoua,Cameroon,41,1.83,Forward,,,,,,,,,
Michel Kaham,Cameroon,62,1.77,Defender,,,,,,,,,
Emmanuel Koum,Cameroon,,,Forward,,,,,,,,,
Joseph Kamga,Cameroon,61,,Midfielder,,,,,,,,,
Paul Loga,Cameroon,45,,,,,,,,,,,
Emile M&apos;Bouh,Cameroon,48,1.66,,,,,,,,,,
Thomas Manga,Cameroon,29,1.83,Defender,,,,,,,,,
Georges Mouy&#xE9;m&#xE9;,Cameroon,43,1.77,,,,,,,,,,
Victor N&apos;Dip,Cameroon,47,1.75,Defender,,,,,,,,,
Jacques N&apos;Guea,Cameroon,58,,Forward,,,,,,,,,
Jacques Bertin Nguemaleu,Cameroon,24,1.84,Defender,,,,,,,,,
Georges Ndoum,Cameroon,29,1.83,Defender,,,,,,,,,
Charlie Ntamark,Cameroon,50,,Midfielder,,31,,,,,,,
Claude Parfait Ngon A Djam,Cameroon,34,1.86,Forward,,,,,,,,,
Moussa Pokong,Cameroon,27,1.7,Forward,,,,,,,,,
Vincent P&#xE9;ricard,Cameroon,31,1.85,Forward,,,,,,,,,
Simon Tchobang,Cameroon,,,Goalkeeper,,,,,,,,,
Roger Feutmba,Cameroon,45,1.84,,,,,,,,,,
Jean Efala,Cameroon,22,,Goalkeeper,,,,,,,,,
Emmanuel Maboang,Cameroon,45,1.69,Midfielder,,,,,,,,,
Jean-Pierre Tokoto,Cameroon,66,1.78,Forward,,,,,,,,,
Richard Towa,Cameroon,44,,,,13,,,,,,,
Alphonse Yombi,Cameroon,45,1.74,Defender,,38,,,,,,,
Patricio Aguilera,Chile,27,1.75,Midfielder,,,,,,,,,
Luis Hern&#xE1;n &#xC1;lvarez,Chile,,,Forward,,,,,,,,,
Manuel Astorga,Chile,71,,Goalkeeper,,,,,,,,,
Carlos Contreras (footballer),Chile,75,,Defender,,,,,,,,,
Juan Covarrubias,Chile,,,Midfielder,,16,2,,,,,,
Humberto Donoso,Chile,,,Defender,,,,,,,,,
Rogelio Far&#xED;as,Chile,65,,Midfielder,,,,,,,,,
Miguel Flores (footballer),Chile,,,Defender,,,,,,,,,
Ad&#xE1;n Godoy,Chile,77,,Goalkeeper,,,,,,,,,
Jorge G&#xF3;mez,Chile,45,1.73,Defender,,8,0,,,,,,
Rodrigo Goldberg,Chile,43,,Forward,,13,4,,,,,,
Hugo Gonz&#xE1;lez,Chile,51,,Defender,,24,1,,,,,,
Jaime Grondona,Chile,27,1.8,Forward,,,,,,,,,
Lisandro Henr&#xED;quez,Chile,31,1.81,Defender,,,,,,,,,
Roberto Hodge,Chile,70,,Midfielder,,,,,,,,,
Raimundo Infante,Chile,,,Forward,,,,,,,,,
Mat&#xED;as Jadue,Chile,22,1.88,Forward,,,,,,,,,
Alfonso Lara,Chile,,,Midfielder,,,,,,,,,
Carlos Lemus,Chile,25,1.84,goal keeper,,,,,,,,,
Eduardo Leal,Chile,23,1.65,Midfielder,,,,,,,,,
Hugo Lepe,Chile,74,,Defender,,,,,,,,,
David Llanos,Chile,25,1.73,Forward,,,,,,,,,
Manuel Machuca,Chile,,,Defender,,,,,,,,,
Cristian Maga&#xF1;a,Chile,23,1.78,Defender,,,,,,,,,
Juan Machuca,Chile,63,,Defender,,,,,,,,,
Alejandro M&#xE1;rquez,Chile,22,1.73,Midfielder,,,,,,,,,
Daniel L&#xF3;pez (footballer),Chile,45,1.8,Defender,,3,0,,,,,,
Gerson Mart&#xED;nez,Chile,25,1.78,Forward,,,,,,,,,
Luis Mayan&#xE9;s,Chile,89,,Forward,,,,,,,,,
Leonel Mena,Chile,31,1.79,Midfielder,,,,,,,,,
Sebasti&#xE1;n Montesinos,Chile,28,1.84,Defender,,,,,,,,,
Daniel Mor&#xF3;n,Chile,54,,Goalkeeper,,2,0,,,,,,
Claudio Mu&#xF1;oz,Chile,29,1.81,Defender,,2,0,,,,,,
Manuel Mu&#xF1;oz (footballer),Chile,86,,Forward,,,,,,,,,
Felipe Mu&#xF1;oz Flores,Chile,29,1.76,Defender,,,,,,,,,
Juvenal Olmos,Chile,,,Midfielder,,10,2,,,,,,
Rodrigo N&#xFA;&#xF1;ez,Chile,37,1.79,Midfielder,,6,0,,,,,,
Luis P&#xE9;rez Mu&#xF1;oz,Chile,50,1.72,Forward,,,,,,,,,
Eros P&#xE9;rez,Chile,38,1.7,Defender,,6,0,,,,,,
Nelson Pinto,Chile,33,1.83,Midfielder,,,,,,,,,
Dante Poli,Chile,38,1.87,Defender,,,,,,,,,
Mauricio Pozo,Chile,44,1.7,Defender,,4,0,,,,,,
Andr&#xE9;s Prieto,Chile,85,,Forward,,,,,,,,,
Miguel Ponce,Chile,46,1.75,Defender,,18,0,,,,,,
Ren&#xE9; Quitral,Chile,,,Goalkeeper,,,,,,,,,
Jaime Patricio Ram&#xED;rez,Chile,47,1.74,Midfielder,,19,3,,,,,,
&#xC1;lvaro Ramos (footballer),Chile,22,1.67,Forward,,,,,,,,,
Cristi&#xE1;n Reynero,Chile,34,1.78,Defender,,,,,,,,,
George Robledo,Chile,,1.75,Forward,,,,,,,,,
Edson Riquelme,Chile,28,,,,,,,,,,,
Carlos Rojas,Chile,85,,Midfielder,,,,,,,,,
Manuel Rodr&#xED;guez (footballer),Chile,76,,Defender,,,,,,,,,
Fernando Rold&#xE1;n,Chile,92,,Defender,,,,,,,,,
Adri&#xE1;n Rojas,Chile,37,1.81,Defender,,,,,,,,,
Mauricio Rojas Toro,Chile,36,1.79,Midfielder,,,,,,,,,
Hugo Rubio,Chile,54,1.78,Forward,,36,12,,,,,,
Osvaldo S&#xE1;ez,Chile,91,,Midfielder,,,,,,,,,
Benjam&#xED;n Ruiz,Chile,33,1.86,Defender,,,,,,,,,
Nelson San Mart&#xED;n,Chile,34,1.76,Midfielder,,,,,,,,,
Guillermo Subiabre,Chile,,,,,,,,,,,,
Armando Tobar,Chile,76,,Forward,,,,,,,,,
Patricio Toledo,Chile,52,1.84,Goalkeeper,,19,0,,,,,,
Sebasti&#xE1;n Toro,Chile,24,1.78,Defender,,,,,,,,,
Raimundo Tupper,Chile,,,Defender,,7,1,,,,,,
Carlos Toro,Chile,38,1.79,Goalkeeper,,2,0,,,,,,
Francisco Urroz,Chile,92,,Defender,,,,,,,,,
Rodrigo Valenzuela,Chile,38,1.64,Midfielder,,17,0,,,,,,
Sergio Vald&#xE9;s (footballer),Chile,79,,Defender,,,,,,,,,
Lukas Tudor,Chile,45,1.78,Forward,,2,,,,,,,
Alberto Valentini,Chile,75,,Defender,,,,,,,,,
Crist&#xF3;bal Vergara,Chile,20,1.77,Defender,,,,,,,,,
Ad&#xE1;n Vergara,Chile,33,1.88,Defender,,,,,,,,,
Fernando Vergara,Chile,44,1.82,Forward,,6,3,,,,,,
Esteban Valencia,Chile,42,1.66,Midfielder,,48,3,,,,,,
Eduardo Vilches,Chile,51,,Defender,,30,1,,,,,,
Christian Vilches,Chile,31,1.82,Defender,,,,,,,,,
Hugo Villanueva,Chile,75,,Defender,,,,,,,,,
Guillermo Y&#xE1;var,Chile,71,,Forward,,,,,,,,,
&#xC9;ver Alfaro,Costa Rica,31,1.81,Forward,,,,,,,,,
Wardy Alfaro,Costa Rica,36,1.8,Goalkeeper,,,,,,,,,
Johnny Acosta,Costa Rica,31,,Defender,,,,,,,,,
Bismark Acosta,Costa Rica,27,1.82,Defender,,,,,,,,,
Sandro Alfaro,Costa Rica,43,,Defender,,,,,,,,,
Mauricio Alp&#xED;zar,Costa Rica,35,1.79,Midfielder,,,,,,,,,
Esteban Alvarado,Costa Rica,25,1.93,Goalkeeper,,,,,,,,,
Armando Alonso,Costa Rica,30,1.78,Forward,,,,,,,,,
Allan Alem&#xE1;n,Costa Rica,31,1.64,Midfielder,,,,,,,,,
Carlos Alvarado Villalobos,Costa Rica,86,,Goalkeeper,,,,,,,,,
Marvin Angulo,Costa Rica,27,1.72,Midfielder,,,,,,,,,
Alejandro Alp&#xED;zar,Costa Rica,35,1.76,Forward,,,,,,,,,
Hermidio Barrantes,Costa Rica,49,1.8,Goalkeeper,,,,,,,,,
Randall Azofeifa,Costa Rica,29,1.83,Midfielder,,,,,,,,,
Minor Alp&#xED;zar,Costa Rica,59,,Defender,,,,,,,,,
Yosimar Arias,Costa Rica,27,1.64,Midfielder,,,,,,,,,
Jairo Arrieta,Costa Rica,30,1.73,Forward,,,,,,,,,
Alejandro Aguilar,Costa Rica,23,1.75,Forward,,,,,,,,,
Michael Barrantes,Costa Rica,30,1.77,Midfielder,,,,,,,,,
Christian Bola&#xF1;os,Costa Rica,30,1.75,Midfielder,,,,,,,,,
Kurt Bernard,Costa Rica,36,1.85,Forward,,,,,,,,,
Gabriel Badilla,Costa Rica,30,,Defender,,,,,,,,,
Diego Calvo,Costa Rica,23,1.78,Midfielder,,,,,,,,,
Hern&#xE1;n Bola&#xF1;os,Costa Rica,,,Forward,,,,,,,,,
Celso Borges,Costa Rica,26,1.86,Midfielder,,,,,,,,,
Randall Brenes,Costa Rica,31,1.73,Forward,,,,,,,,,
Steven Bryce,Costa Rica,37,1.72,Midfielder,,,,,,,,,
Francisco Calvo,Costa Rica,22,1.8,Defender,,,,,,,,,
Pablo Brenes,Costa Rica,32,1.75,Midfielder,,,,,,,,,
Joel Campbell,Costa Rica,22,1.78,Forward,,,,,,,,,
Mario Camacho,Costa Rica,31,1.75,Forward,,,,,,,,,
Quico Chac&#xF3;n,Costa Rica,80,,Defender,,,,,,,,,
Alexander Castro,Costa Rica,35,1.74,Defender,,,,,,,,,
Luis Gabelo Conejo,Costa Rica,54,1.88,Goalkeeper,,,,,,,,,
Carlos Castro Mora,Costa Rica,35,1.74,Defender,,,,,,,,,
Daniel Colindres,Costa Rica,29,1.8,Forward,,,,,,,,,
Luis Diego Cordero,Costa Rica,26,1.73,Midfielder,,,,,,,,,
Walter Centeno,Costa Rica,39,1.74,Midfielder,,,,,,,,,
Pablo Chinchilla,Costa Rica,35,1.86,Defender,,,,,,,,,
Rodrigo Cordero,Costa Rica,40,1.7,Midfielder,,,,,,,,,
V&#xED;ctor Cordero,Costa Rica,40,1.83,Defender,,,,,,,,,
Kenny Cunningham (footballer born 1985),Costa Rica,29,1.72,Midfielder,,,,,,,,,
Jhonny Cubero,Costa Rica,38,1.75,Forward,,,,,,,,,
Jos&#xE9; Miguel Cubero,Costa Rica,27,,Midfielder,,,,,,,,,
Evaristo Coronado,Costa Rica,53,1.8,Forward,,,,,,,,,
Errol Daniels,Costa Rica,70,1.79,Forward,,,,,,,,,
Harald Bohr,Denmark,,,,,,,,,,,,
John Danielsen,Denmark,75,1.8,Midfielder,,27,7,,,,,,
John Hansen (footballer born 1924),Denmark,,1.87,Forward,,8,10,,,,,,
John Madsen (footballer),Denmark,77,,Defender,,20,0,,,,,,
Poul Mejer,Denmark,,,wing,,,,,,,,,
J&#xF8;rgen Markussen,Denmark,70,,Forward,,,,,,,,,
Alex Nielsen,Denmark,56,,Goalkeeper,,1,,,,,,,
Knud Herbert S&#xF8;rensen (footballer born 1934),Denmark,80,,Defender,,,,,,,,,
Knud Herbert S&#xF8;rensen (footballer born 1952),Denmark,61,,Midfielder,,,,,,,,,
Ulrich Thychosen,Denmark,58,,Midfielder,,,,,,,,,
Miroslav Baranek,Czech Republic,40,1.79,Midfielder,,,,,,,,,
Milan Baro&#x161;,Czech Republic,32,1.86,Forward,,,,,,,,,
Erich Brabec,Czech Republic,37,1.9,Defender,,,,,,,,,
Roman Bedn&#xE1;&#x159;,Czech Republic,31,1.9,Forward,,,,,,,,,
Jan Bla&#x17E;ek,Czech Republic,26,1.81,Midfielder,,,,,,,,,
Marek &#x10C;ech (Czech footballer),Czech Republic,38,1.87,Goalkeeper,,,,,,,,,
Patrik Berger,Czech Republic,40,,Midfielder,,,,,,,,,
Ond&#x159;ej &#x10C;el&#x16F;stka,Czech Republic,25,1.86,Defender,,,,,,,,,
Petr &#x10C;ech,Czech Republic,32,1.96,Goalkeeper,,,,,,,,,
Radek &#x10C;ern&#xFD;,Czech Republic,40,,Goalkeeper,,,,,,,,,
Jarom&#xED;r Bla&#x17E;ek,Czech Republic,41,1.88,Goalkeeper,,,,,,,,,
Milan &#x10C;ern&#xFD;,Czech Republic,26,1.74,Midfielder,,,,,,,,,
Richard Dost&#xE1;lek,Czech Republic,40,1.92,Midfielder,,,,,,,,,
Vladim&#xED;r Darida,Czech Republic,24,1.7,Midfielder,,,,,,,,,
Bo&#x159;ek Do&#x10D;kal,Czech Republic,25,1.81,Midfielder,,,,,,,,,
Jaroslav &#x10C;ern&#xFD; (footballer),Czech Republic,35,1.78,Midfielder,,,,,,,,,
Ren&#xE9; Bolf,Czech Republic,40,1.87,Defender,,,,,,,,,
Luk&#xE1;&#x161; Do&#x161;ek,Czech Republic,35,1.75,Defender,,,,,,,,,
Martin &#x10C;&#xED;&#x17E;ek,Czech Republic,40,1.87,Midfielder,,,,,,,,,
Radek Drul&#xE1;k,Czech Republic,52,1.81,Forward,,,,,,,,,
Jaroslav Drobn&#xFD; (footballer),Czech Republic,34,1.92,Goalkeeper,,,,,,,,,
Martin Fenin,Czech Republic,27,1.81,Forward,,,,,,,,,
V&#xE1;clav Drobn&#xFD;,Czech Republic,,,Defender,,,,,,,,,
Tom&#xE1;&#x161; Do&#x161;ek,Czech Republic,35,1.78,Forward,,,,,,,,,
Tom&#xE1;&#x161; Gal&#xE1;sek,Czech Republic,41,1.8,Midfielder,,,,,,,,,
Martin Fillo,Czech Republic,28,1.78,Midfielder,,,,,,,,,
Theodor Gebre Selassie,Czech Republic,27,1.81,Defender,,,,,,,,,
Petr Gabriel,Czech Republic,41,1.91,Defender,,,,,,,,,
Milan Fukal,Czech Republic,39,1.88,Defender,,,,,,,,,
Marcel Gecov,Czech Republic,26,1.8,Midfielder,,,,,,,,,
Zden&#x11B;k Grygera,Czech Republic,34,1.84,Defender,,,,,,,,,
Patrik Gedeon,Czech Republic,39,1.75,Midfielder,,,,,,,,,
Adam Hlou&#x161;ek,Czech Republic,25,1.84,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; Grigar,Czech Republic,31,1.93,Goalkeeper,,,,,,,,,
Mario Holek,Czech Republic,27,1.85,Defender,,,,,,,,,
Miroslav Hole&#x148;&#xE1;k,Czech Republic,38,1.8,Defender,,,,,,,,,
Tom&#xE1;&#x161; Ho&#x159;ava,Czech Republic,26,1.79,Midfielder,,,,,,,,,
Roman Hubn&#xED;k,Czech Republic,30,1.92,Defender,,,,,,,,,
Marek Heinz,Czech Republic,37,1.88,Forward,,,,,,,,,
Michal Hubn&#xED;k,Czech Republic,31,1.84,Forward,,,,,,,,,
Petr Janda,Czech Republic,27,1.84,Midfielder,,,,,,,,,
Pavel Horv&#xE1;th,Czech Republic,39,1.78,Midfielder,,,,,,,,,
Lubo&#x161; Hu&#x161;ek,Czech Republic,30,1.87,Midfielder,,,,,,,,,
Josef Hu&#x161;bauer,Czech Republic,24,1.82,Midfielder,,,,,,,,,
Radovan Hrom&#xE1;dko,Czech Republic,45,1.92,Forward,,,,,,,,,
Ji&#x159;&#xED; Jaro&#x161;&#xED;k,Czech Republic,36,1.96,Defender,,,,,,,,,
Marek Jankulovski,Czech Republic,37,1.84,Defender,,,,,,,,,
Petr Johana,Czech Republic,37,1.89,Defender,,,,,,,,,
Petr Jir&#xE1;&#x10D;ek,Czech Republic,28,1.8,Midfielder,,,,,,,,,
Martin Jir&#xE1;nek,Czech Republic,35,1.83,Defender,,,,,,,,,
Tom&#xE1;&#x161; Jun,Czech Republic,31,1.78,Forward,,,,,,,,,
Michal Kadlec,Czech Republic,29,1.85,Defender,,,,,,,,,
Miroslav Kadlec,Czech Republic,50,1.85,Defender,,,,,,,,,
Pavel Kade&#x159;&#xE1;bek,Czech Republic,22,1.82,Defender,,,,,,,,,
V&#xE1;clav Kadlec,Czech Republic,22,1.8,Forward,,,,,,,,,
David Jarol&#xED;m,Czech Republic,35,1.74,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; H&#xFC;bschman,Czech Republic,32,1.8,Defender,,,,,,,,,
Milan Kerbr,Czech Republic,47,1.85,Forward,,,,,,,,,
Ji&#x159;&#xED; Kladrubsk&#xFD;,Czech Republic,28,1.87,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; Kalas,Czech Republic,21,1.84,Defender,,,,,,,,,
Marek Kincl,Czech Republic,41,1.9,Forward,,,,,,,,,
V&#xE1;clav Kolou&#x161;ek,Czech Republic,38,1.74,Midfielder,,,,,,,,,
Martin Klein (footballer),Czech Republic,30,1.87,Defender,,,,,,,,,
Jan Koller,Czech Republic,41,2.02,Forward,,,,,,,,,
Michal Kolomazn&#xED;k,Czech Republic,38,1.75,Forward,,,,,,,,,
Anton&#xED;n Kinsk&#xFD;,Czech Republic,39,1.87,Goalkeeper,,,,,,,,,
Radoslav Kov&#xE1;&#x10D;,Czech Republic,34,1.89,Defender,,,,,,,,,
Libor Koz&#xE1;k,Czech Republic,25,1.92,Forward,,,,,,,,,
Ond&#x159;ej Ku&#x161;n&#xED;r,Czech Republic,30,1.84,Defender,,,,,,,,,
Marek Kuli&#x10D;,Czech Republic,38,1.75,Forward,,,,,,,,,
Daniel Kol&#xE1;&#x159;,Czech Republic,28,1.8,Midfielder,,,,,,,,,
Petr K&#x159;iv&#xE1;nek,Czech Republic,44,1.92,Defender,,,,,,,,,
David Lafata,Czech Republic,32,1.8,Forward,,,,,,,,,
Jan La&#x161;t&#x16F;vka,Czech Republic,32,1.91,Goalkeeper,,,,,,,,,
Edvard Lasota,Czech Republic,43,1.76,Midfielder,,,,,,,,,
Mario Li&#x10D;ka,Czech Republic,32,,Midfielder,,,,,,,,,
Pavel Kuka,Czech Republic,46,1.83,Forward,,,,,,,,,
Martin Latka,Czech Republic,29,1.93,Defender,,,,,,,,,
David Limbersk&#xFD;,Czech Republic,30,1.81,Defender,,,,,,,,,
Martin Luke&#x161;,Czech Republic,35,1.81,Midfielder,,,,,,,,,
Pavel Mare&#x161;,Czech Republic,38,1.85,Defender,,,,,,,,,
Tom&#xE1;&#x161; Marek,Czech Republic,33,1.77,Midfielder,,,,,,,,,
Marek Mat&#x11B;jovsk&#xFD;,Czech Republic,32,,Midfielder,,,,,,,,,
Lud&#x11B;k Miklo&#x161;ko,Czech Republic,52,1.91,Goalkeeper,,,,,,,,,
Ladislav Krej&#x10D;&#xED;,Czech Republic,22,1.79,Midfielder,,,,,,,,,
Anton&#xED;n Mlejnsk&#xFD;,Czech Republic,41,,Defender,,,,,,,,,
Jan Mor&#xE1;vek,Czech Republic,24,1.8,Midfielder,,,,,,,,,
Ladislav Maier,Czech Republic,48,1.86,Goalkeeper,,,,,,,,,
Tom&#xE1;&#x161; Necid,Czech Republic,25,1.9,Forward,,,,,,,,,
Ond&#x159;ej Mazuch,Czech Republic,25,1.89,Defender,,,,,,,,,
Ji&#x159;&#xED; N&#x11B;mec,Czech Republic,48,1.76,Midfielder,,,,,,,,,
Marek Nikl,Czech Republic,38,1.82,Defender,,,,,,,,,
Jarom&#xED;r Navr&#xE1;til,Czech Republic,51,,Midfielder,,,,,,,,,
V&#xE1;clav N&#x11B;me&#x10D;ek,Czech Republic,47,,Midfielder,,,,,,,,,
Michal Papadopulos,Czech Republic,29,1.83,Forward,,,,,,,,,
V&#xE1;clav Pila&#x159;,Czech Republic,25,1.7,Midfielder,,,,,,,,,
Josef Obajdin,Czech Republic,43,1.76,Forward,,,,,,,,,
Michal Ordo&#x161;,Czech Republic,31,1.9,Forward,,,,,,,,,
Adam Petrou&#x161;,Czech Republic,36,1.86,Defender,,,,,,,,,
Karel Pit&#xE1;k,Czech Republic,34,1.81,Midfielder,,,,,,,,,
Milan Petr&#x17E;ela,Czech Republic,31,1.75,Midfielder,,,,,,,,,
Ale&#x161; Pikl,Czech Republic,39,1.84,Midfielder,,,,,,,,,
Jaroslav Pla&#x161;il,Czech Republic,32,,Midfielder,,,,,,,,,
Jan Pol&#xE1;k,Czech Republic,33,1.81,Midfielder,,,,,,,,,
Zden&#x11B;k Posp&#x11B;ch,Czech Republic,35,1.74,Defender,,,,,,,,,
Michael Rabu&#x161;ic,Czech Republic,24,1.85,Forward,,,,,,,,,
Karel Rada,Czech Republic,43,1.87,Defender,,,,,,,,,
Tom&#xE1;&#x161; Pekhart,Czech Republic,25,1.94,Forward,,,,,,,,,
Franti&#x161;ek Rajtoral,Czech Republic,28,1.8,Defender,,,,,,,,,
Tom&#xE1;&#x161; &#x158;epka,Czech Republic,40,1.83,Defender,,,,,,,,,
Daniel Pudil,Czech Republic,28,1.85,Defender,,,,,,,,,
Tom&#xE1;&#x161; Po&#x161;tulka,Czech Republic,40,1.9,Goalkeeper,,,,,,,,,
Martin Posp&#xED;&#x161;il,Czech Republic,23,1.78,Midfielder,,,,,,,,,
Marek Po&#x161;tulka,Czech Republic,44,,Forward,,,,,,,,,
Jind&#x159;ich Rezek,Czech Republic,,,Midfielder,,,,,,,,,
David Rozehnal,Czech Republic,34,1.91,Defender,,,,,,,,,
Jan Rezek,Czech Republic,32,1.8,Forward,,,,,,,,,
Libor Sionko,Czech Republic,37,1.71,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; Rosick&#xFD;,Czech Republic,33,1.78,Midfielder,,,,,,,,,
Jan &#x160;im&#xE1;k,Czech Republic,35,1.82,Midfielder,,,,,,,,,
Rudolf Sk&#xE1;cel,Czech Republic,35,1.78,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; Sivok,Czech Republic,30,1.85,Defender,,,,,,,,,
Miroslav Slepi&#x10D;ka,Czech Republic,32,1.81,Forward,,,,,,,,,
Tom&#xE1;&#x161; Skuhrav&#xFD;,Czech Republic,48,1.93,Forward,,,,,,,,,
Jan Rajnoch,Czech Republic,32,1.86,Defender,,,,,,,,,
Radek &#x160;&#xED;rl,Czech Republic,33,1.8,Defender,,,,,,,,,
Pavel Srn&#xED;&#x10D;ek,Czech Republic,46,1.87,Goalkeeper,,,,,,,,,
Radek Slon&#x10D;&#xED;k,Czech Republic,41,1.74,Midfielder,,,,,,,,,
Ji&#x159;&#xED; &#x160;tajner,Czech Republic,38,1.85,Forward,,,,,,,,,
Lud&#x11B;k Stracen&#xFD;,Czech Republic,37,1.78,Forward,,,,,,,,,
V&#xE1;clav Sv&#x11B;rko&#x161;,Czech Republic,30,1.84,Forward,,,,,,,,,
Marek &#x160;t&#x11B;ch,Czech Republic,24,1.91,Goalkeeper,,,,,,,,,
Petr Trapp,Czech Republic,28,,Defender,,,,,,,,,
Ivo Ulich,Czech Republic,39,1.72,Midfielder,,,,,,,,,
Marek Such&#xFD;,Czech Republic,26,1.86,Defender,,,,,,,,,
Marek St&#x159;e&#x161;t&#xED;k,Czech Republic,27,1.88,Midfielder,,,,,,,,,
Karel V&#xE1;cha,Czech Republic,44,,Forward,,,,,,,,,
Kamil Vacek,Czech Republic,27,1.84,Midfielder,,,,,,,,,
Tom&#xE1;&#x161; Vacl&#xED;k,Czech Republic,25,1.88,Goalkeeper,,,,,,,,,
Roman T&#xFD;ce,Czech Republic,37,1.77,Defender,,,,,,,,,
Martin Vaniak,Czech Republic,43,1.93,Goalkeeper,,,,,,,,,
Jan Velkoborsk&#xFD;,Czech Republic,39,,Defender,,,,,,,,,
Pavel Verb&#xED;&#x159;,Czech Republic,41,1.76,Midfielder,,,,,,,,,
&#x160;t&#x11B;p&#xE1;n Vachou&#x161;ek,Czech Republic,35,1.86,Midfielder,,,,,,,,,
Luk&#xE1;&#x161; V&#xE1;cha,Czech Republic,25,1.73,Midfielder,,,,,,,,,
